89.0, 84.9, 79.57, 74.28, 74.1, 73.08, 73.41, 70.74, 69.82, 69.46
92.5, 87.0, 84.67, 79.85, 77.62, 76.55, 76.46, 74.21, 73.5, 72.12
94.6, 87.05, 85.07, 81.72, 79.06, 77.43, 75.33, 71.68, 69.6, 71.71
50.0, 45.0, 50.0, 32.5, 40.0, 46.67, 44.29, 37.5, 44.44, 40.0
85.9, 76.65, 72.43, 65.03, 63.6, 63.68, 63.14, 60.28, 58.68, 59.67
71.9, 70.15, 74.37, 67.95, 66.98, 67.13, 67.83, 65.58, 64.69, 63.57
